 4764,    0,  899,    0,  899
 4865,    4,  857,    0,  891
 4966,   13,  765,    8,  814
 5068,   18,  711,   14,  755
 5169,   25,  648,   21,  687
 5270,   30,  592,   27,  622
 5371,   36,  538,   33,  562
 5473,   41,  485,   39,  505
 5574,   45,  442,   44,  454
 5675,   50,  390,   49,  407
 5777,   55,  347,   53,  363
 5878,   58,  311,   57,  324
 5979,   62,  276,   61,  287
 6080,   66,  238,   64,  250
 6181,   69,  208,   68,  215
 6283,   72,  175,   71,  184
 6384,   74,  156,   74,  157
 6485,   76,   71,   76,   71
 6587,   78,   69,   79,   68
 6688,   79,   68,   79,   67
 6789,   79,   69,   80,   67
 6890,   78,   70,   80,   67
 6992,   79,   69,   81,   65
 7093,   79,   68,   81,   65
 7194,   80,   68,   81,   65
 7295,   79,   70,   81,   65
 7397,   79,   70,   81,   65
 7498,   80,   69,   81,   64
 7599,   79,   69,   81,   63
 7700,   79,   70,   81,   63
 7802,   79,   70,   82,   63
 7903,   80,   71,   81,   63
 8004,   80,   71,   81,   62
 8105,   80,   69,   81,   63
 8207,   80,   70,   82,   62
 8308,   81,   69,   82,   62
 8409,   80,   70,   81,   61
 8510,   81,   67,   81,   60
 8612,   80,   69,   82,   62
 8713,   80,   70,   82,   61
 8814,   80,   70,   81,   62
 8915,   80,   69,   81,   60
 9017,   80,   67,   81,   61
 9118,   81,   69,   81,   61
 9219,   80,   69,   81,   61
 9320,   80,   69,   81,   60
 9422,   79,   70,   81,   60
 9523,   81,   69,   81,   61
 9624,   81,   68,   81,   61
 9725,   80,   68,   81,   61
 9827,   79,   69,   80,   61
 9928,   79,   71,   81,   61
10029,   80,   71,   82,   61
10130,   80,   71,   81,   60
10231,   81,   70,   81,   61
10333,   80,   69,   81,   60
10434,   80,   70,   81,   60
10535,   81,   70,   80,   61
10637,   81,   69,   80,   61
10738,   81,   68,   81,   62
10839,   80,   68,   81,   60
10940,   80,   69,   81,   60
11042,   80,   69,   81,   60
11143,   80,   69,   81,   61
11244,   81,   70,   80,   61
11345,   80,   69,   80,   61
11447,   80,   70,   80,   61
11548,   80,   70,   80,   62
11649,   80,   70,   80,   61
11750,   80,   68,   79,   59
11852,   81,   69,   81,   61
11953,   52,  255,   52,  251
12054,   55,  356,   55,  356
12155,   59,  325,   59,  322
12257,   62,  284,   63,  289
12358,   65,  250,   65,  250
12459,   69,  222,   69,  222
12560,   71,  197,   71,  190
12662,   74,  163,   74,  164
12763,   76,  147,   77,   72
12864,   79,   69,   79,   69
12965,   79,   66,   79,   68
13067,   56,  320,   57,  336
13168,   58,  324,   59,  328
13269,   62,  292,   63,  290
13370,   65,  265,   66,  250
13472,   68,  230,   69,  223
13573,   71,  198,   72,  190
13674,   73,  172,   74,  158
13775,   76,  145,   77,  144
13877,   78,   69,   79,   68
13978,   80,   66,   81,   65
14079,   80,   67,   81,   64
14180,   79,   68,   81,   64
14282,   79,   67,   82,   64
14383,   79,   67,   81,   64
14484,   59,   69,   63,   62
14585,   52,  397,   54,  387
14686,   55,  363,   56,  351
14788,   58,  324,   60,  317
14889,   62,  291,   63,  285
14990,   65,  255,   66,  249
15091,   68,  221,   69,  214
15193,   71,  196,   72,  184
15294,   73,  168,   75,  157
15395,   76,  145,   77,   71
15497,   78,   69,   79,   68
15598,   81,   69,   79,   69
15699,   80,   67,   80,   68
15800,   79,   67,   80,   68
15901,   52,   68,   55,   67
16003,   55,  371,   57,  340
16104,   58,  349,   61,  322
16205,   61,  317,   64,  288
16307,   65,  283,   67,  254
16408,   68,  249,   70,  225
16509,   70,  218,   73,  192
16610,   73,  194,   75,  164
16712,   75,  167,   77,  144
