  665,    5,  829,    0,  877
  766,   15,  727,    9,  780
  868,   20,  670,   16,  714
  969,   27,  604,   23,  643
 1070,   33,  543,   30,  577
 1172,   39,  484,   36,  514
 1273,   45,  427,   42,  450
 1374,   49,  381,   48,  398
 1475,   54,  330,   53,  347
 1576,   59,  285,   58,  298
 1678,   63,  245,   62,  252
 1779,   67,  208,   66,  212
 1880,   70,  174,   70,  172
 1982,   73,  141,   74,  137
 2083,   76,  110,   77,  107
 2184,   79,   80,   80,   74
 2285,   83,   57,   83,   48
 2387,   81,   48,   82,   55
 2488,   82,   51,   83,   40
 2589,   81,   68,   83,   67
 2690,   80,   70,   83,   45
 2792,   81,   69,   82,   70
 2893,   81,   65,   82,   44
 2994,   81,   54,   82,   64
 3095,   82,   60,   81,   41
 3197,   80,   70,   81,   74
 3298,   81,   70,   82,   51
 3399,   80,   58,   82,   65
 3500,   82,   72,   82,   56
 3602,   81,   68,   82,   62
 3703,   81,   68,   82,   51
 3804,   80,   52,   82,   61
 3905,   81,   67,   81,   49
 4007,   80,   64,   81,   49
 4108,   81,   70,   82,   67
 4209,   80,   65,   81,   55
 4310,   81,   67,   82,   56
 4412,   81,   60,   82,   64
 4513,   81,   77,   82,   60
 4614,   81,   75,   83,   51
 4715,   82,   54,   82,   54
 4817,   82,   63,   83,   54
 4918,   81,   54,   81,   60
 5019,   82,   69,   82,   56
 5120,   81,   64,   82,   63
 5222,   81,   63,   82,   55
 5323,   81,   65,   82,   52
 5424,   80,   69,   81,   57
 5525,   81,   64,   82,   51
 5627,   81,   67,   81,   54
 5728,   82,   70,   82,   64
 5829,   82,   64,   82,   58
 5930,   82,   60,   81,   49
 6032,   80,   60,   81,   57
 6133,   81,   64,   81,   52
 6234,   80,   68,   80,   49
 6335,   54,  338,   55,  329
 6437,   57,  309,   57,  301
 6538,   61,  263,   62,  255
 6639,   65,  225,   66,  215
 6740,   68,  190,   69,  180
 6841,   72,  151,   73,  143
 6943,   75,  121,   77,  109
 7044,   78,   92,   79,   83
 7145,   80,   72,   82,   57
 7247,   81,   64,   82,   55
 7348,   83,   48,   83,   49
 7449,   82,   57,   82,   51
 7550,   81,   61,   82,   50
 7652,   80,   74,   81,   65
 7753,   75,  121,   78,   97
 7854,   55,  324,   56,  311
 7955,   59,  282,   61,  268
 8056,   63,  249,   65,  225
 8158,   67,  209,   69,  189
 8259,   70,  178,   72,  152
 8360,   73,  142,   75,  121
 8462,   76,  118,   79,   85
 8563,   78,   90,   81,   63
 8664,   81,   67,   83,   49
 8765,   84,   31,   83,   49
 8867,   82,   54,   82,   55
 8968,   82,   58,   82,   54
 9069,   80,   78,   81,   67
 9170,   80,   72,   81,   60
 9271,   81,   68,   82,   54
 9373,   82,   57,   84,   38
 9474,   52,  355,   53,  349
 9575,   54,  332,   54,  338
 9677,   59,  283,   58,  294
 9778,   63,  244,   63,  247
 9879,   67,  208,   67,  209
 9980,   70,  171,   71,  169
10082,   73,  145,   74,  138
10183,   76,  115,   76,  110
10284,   78,   94,   79,   82
10385,   82,   65,   83,   54
10487,   82,   42,   83,   38
10588,   82,   65,   82,   51
10689,   81,   60,   82,   38
10790,   81,   74,   82,   68
10892,   80,   62,   81,   60
10993,   81,   60,   82,   57
11094,   52,  118,   52,  102
11195,   56,  343,   57,  328
11296,   59,  302,   61,  282
11398,   64,  257,   65,  235
11499,   67,  224,   69,  195
11600,   70,  187,   73,  165
11702,   73,  154,   76,  131
11803,   76,  122,   79,  103
11904,   79,   95,   81,   76
12005,   82,   72,   83,   55
12107,   82,   49,   82,   47
12208,   82,   60,   81,   48
12309,   81,   60,   81,   57
12410,   81,   64,   81,   50
12511,   80,   68,   83,   71
12613,   80,   70,   81,   45
12714,   56,   65,   58,   69
12815,   53,  368,   53,  357
12916,   56,  340,   58,  317
13018,   60,  289,   62,  274
13119,   63,  275,   65,  257
13220,   67,  216,   69,  196
13321,   71,  184,   73,  160
13423,   73,  157,   76,  127
13524,   76,  130,   80,  101
13625,   79,  103,   82,   75
13727,   81,   76,   83,   51
13828,   83,   58,   83,   65
13929,   82,   40,   82,   35
14030,   81,   64,   83,   69
14132,   80,   64,   81,   38
14233,   80,   77,   81,   63
14334,   81,   68,   81,   41
14435,   81,   64,   82,   55
14536,   64,  231,   65,  220
14638,   56,  311,   57,  301
14739,   61,  268,   62,  250
14840,   64,  230,   66,  212
14942,   68,  195,   70,  177
15043,   71,  165,   73,  149
15144,   74,  136,   76,  111
15245,   76,  110,   79,   84
15347,   79,   88,   82,   56
15448,   81,   65,   83,   49
15549,   83,   48,   82,   55
15650,   82,   55,   82,   51
15752,   81,   63,   82,   50
15853,   81,   67,   82,   55
15954,   81,   69,   82,   52
16055,   80,   71,   82,   58
16156,   60,  278,   59,  289
16258,   55,  328,   55,  324
16359,   59,  284,   60,  276
16460,   63,  245,   64,  234
16562,   66,  212,   67,  200
16663,   70,  174,   71,  161
16764,   73,  149,   74,  132
16865,   75,  121,   77,  103
16967,   78,   91,   80,   76
17068,   80,   71,   82,   58
17169,   82,   52,   82,   51
17270,   81,   65,   81,   65
17372,   81,   61,   83,   49
17473,   81,   65,   82,   56
17574,   81,   67,   83,   43
17675,   81,   69,   80,   72
17777,   57,   82,   58,   58
17878,   57,  301,   57,  302
17979,   61,  264,   60,  278
18080,   64,  231,   63,  240
18182,   67,  205,   67,  205
18283,   70,  174,   71,  165
18384,   73,  142,   74,  131
18485,   77,  121,   79,  100
18587,   79,   90,   81,   71
18688,   82,   65,   83,   54
18789,   81,   51,   82,   61
18890,   81,   49,   82,   49
18992,   81,   63,   82,   61
19093,   80,   71,   81,   54
19194,   80,   74,   82,   62
19295,   81,   68,   82,   56
19397,   54,  120,   55,  103
19498,   58,  325,   59,  305
19599,   62,  282,   63,  270
19700,   65,  244,   67,  227
19802,   68,  209,   70,  202
19903,   71,  176,   73,  158
20004,   74,  143,   76,  130
20105,   77,  117,   79,  101
20207,   79,   95,   81,   71
20308,   81,   74,   82,   49
20409,   82,   49,   82,   55
20510,   81,   63,   82,   45
20612,   80,   64,   82,   71
20713,   80,   57,   82,   51
20814,   81,   65,   83,   60
20915,   80,   80,   82,   60
21017,   81,   76,   83,   62
21118,   62,   55,   62,   51
21219,   55,  324,   57,  308
21320,   59,  311,   61,  296
21422,   62,  269,   64,  250
21523,   66,  237,   68,  215
21624,   69,  202,   71,  178
21725,   71,  167,   74,  145
21827,   74,  160,   76,  135
21928,   77,  108,   80,   87
22029,   80,   92,   82,   71
22130,   82,   68,   84,   47
22232,   82,   47,   84,   58
22333,   81,   57,   82,   41
22434,   80,   67,   82,   56
22535,   81,   63,   80,   75
22637,   59,  288,   61,  264
22738,   57,  309,   59,  287
22839,   61,  265,   63,  243
22940,   64,  234,   67,  203
23042,   67,  204,   70,  174
23143,   71,  165,   74,  138
23244,   73,  149,   76,  112
23345,   76,  116,   79,   85
23447,   78,   90,   81,   60
23548,   80,   75,   82,   55
